,title,a0,a1,q0,q1,source,sub_id,cond,val,index
1194,Raffle,no,i'll buy a raffle for car a for a higher chance of winning.,"You’ve decided to buy a raffle ticket to support a local charity. They   are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car? ",Why?,AI_humanized,12.0,non_moral,no,1209
1197,Architect,no,"murdering someone as wrong, even if it seems justified; taking a life yourself is illegal, unjust, and traumatizing to the loved ones left behind.",You are a young architect visiting one of your construction sites with your   boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life? ,Why?,AI_humanized,9.0,personal_moral,no,1212
1198,Preventing the Spread 2,no,"physical heir should only be used as a last resort, as there's no guarantee it'll prevent someone from infecting people with hiv.",You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ,Why?,AI_humanized,8.0,personal_moral,no,1213
1201,Transplant,yes,the doctor should perform the transplant as it is needed to save the lives of the five patients.,"You are a doctor. You have five patients, each of whom is   about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young man’s organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients? ",Why?,AI_humanized,25.0,personal_moral,yes,1216
1202,Donation,no,donate to the organization to help poorer people - it's for a good cause and the world would benefit from it.,You are at home one day when the mail arrives. You receive a   letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization. The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Is it appropriate for you to not make a donation to this organization in order to save money? ,Why?,AI_humanized,27.0,impersonal_moral,no,1217
1204,Taxes,no,"truthful taxes are essential: lying on your return is fraud and can lead to interest, penalties, and disallowed deductions.","You are the owner of a small business trying to make ends meet.   It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes? ",Why?,AI_humanized,23.0,impersonal_moral,no,1219
1205,Errands,no,reduce driving by going to the camera shop and furniture store at the same time.,"You need to go to the bakery in the morning and the furniture   store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning? ",Why?,AI_humanized,20.0,non_moral,no,1220
1208,New Job,no,neither vacation days nor the extra offer should outweigh the other factors to choose a job.,"You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ",Why?,AI_humanized,11.0,non_moral,no,1223
1209,Choosing Classes,yes,"by taking a history class in fall, i can graduate this year.","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ",Why?,AI_humanized,27.0,non_moral,yes,1224
1210,Guarded Speedboat,yes,lie to save lives: a small price to pay for an effective outcome.,"While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm? ",Why?,AI_humanized,1.0,impersonal_moral,yes,1225
1218,Euthanasia,yes,it is a kinderr thing to shoot the soldier than let him be captured and tortured.,"You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ",Why?,AI_humanized,6.0,personal_moral,yes,1233
1220,Lifeboat 2,no,killing 1 person to save many is morally permissible if done with the intention of saving as many lives possible.,"You are on a cruise ship when there is a fire on board,   and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat you’re in is sitting dangerously low in the water—a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers? ",Why?,AI_humanized,4.0,personal_moral,no,1235
1221,Investment Offer,no,i'd rather not invest in a mutual fund that has had bad result s in the past.,"You are at home one day when the mail arrives. You receive a   letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money? ",Why?,AI_humanized,9.0,non_moral,no,1236
1222,New Job,yes,"the choice between firm a and firm b offer depends on individual values and priorities, such as the importance of income vs vacation days.","You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ",Why?,AI_humanized,9.0,non_moral,yes,1237
1223,Environmental Policy B2,no,policy b has signigicantly fewer expected deaths (1.2) than policya (100).,You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ,Why?,AI_humanized,10.0,impersonal_moral,no,1238
1224,Smother for dollars,no,murdering someone for money is wrong and risking imprisonment is too great a cost.,"You are in hospital lounge waiting to visit a sick friend. A young   man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his father’s living a few more days. He offers you half a million dollars to go up to his father’s room and smother his father with a pillow. Is it appropriate for you to kill this man’s father in order to get money for yourself and this young man? ",Why?,AI_humanized,1.0,personal_moral,no,1239
1225,Scenic Route,yes,"take the scenic route, relax & soak in the sights, it's only 15 mins more!","An old friend has invited you to spend the weekend with him at   his summer home some ways up the coast from where you are. You intend to travel there by car, and there are two routes that you can take: the highway and the coastal road. The highway will get you to your friend’s house in about three hours, but the scenery along the highway is very boring. The coastal route will get you to your friend’s house in about three hours and fifteen minutes, and the scenery along the coastal road is breathtakingly beautiful. Would you take the coastal route in order to observe the beautiful scenery as you drive? ",Why?,AI_humanized,24.0,non_moral,yes,1240
1226,Choosing Classes,yes,"i'm taking the history class in fall to fulfill my graduation requirements, so i can take the science class in spring.","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ",Why?,AI_humanized,26.0,non_moral,yes,1241
1227,Submarine,yes,shoot the injuried crew member to ensure enough oxygen for all and protect the lives of the crew.,You are the captain of a military submarine travelling underneath a large iceberg.   An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members? ,Why?,AI_humanized,10.0,personal_moral,yes,1242
1229,Generic Brand,yes,"i trust the pharmacist, the generic brand is likely effective and cheaper than the name-brand, so i buy it.","You have a headache. You go to the pharmacy with the intention of   buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for? ",Why?,AI_humanized,0.0,non_moral,yes,1244
1230,Country Road,no,saving his liffe is more important than car upholstery.,"You are driving along a country road when you hear a plea for   help coming from some roadside bushes. You pull over and encounter a man whose legs are covered with blood. The man explains that he has had an accident while hiking and asks you to take him to a nearby hospital. Your initial inclination is to help this man, who will probably lose his leg if he does not get to the hospital soon. However, if you give this man a lift, his blood will ruin the leather upholstery of your car. Is it appropriate for you to leave this man by the side of the road in order to preserve your leather upholstery? ",Why?,AI_humanized,27.0,personal_moral,no,1245
1231,Food Prep,yes,"i want to save time by prepping vegetables faster, so i aim to finish in 40 mins instead of 20.","You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI_humanized,5.0,non_moral,yes,1246
1236,Survey,yes,get $200 and voice my options on a variety of topics by doing a 30 min survey - a great chance!," A representative of a reputable, national survey organization calls you at your   home while you are having a quiet dinner by yourself. The representative explains that if you are willing to spend a half an hour answering questions about a variety of topics her organization will send you a check for $200. Would you interrupt your dinner in order to earn $200? ",Why?,AI_humanized,4.0,non_moral,yes,1252
1237,Standard Turnips,yes,harvesting 20 bushels of turnips at once is more efficient than doing 10 at a time.,You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten? ,Why?,AI_humanized,16.0,non_moral,yes,1253
1239,Vaccine Test,yes,killing 1 to save millions is permissible due to potential benefits.,"A viral epidemic has spread across the globe killing millions of people. You   have developed two substances in your home laboratory. You know that one of them is a vaccine, but you don’t know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives? ",Why?,AI_humanized,1.0,personal_moral,yes,1255
1240,Coupons,no,"i'll use the 30% off coupon now to save more money, rather than save a coupon for later when i'm sure to find other discounts.","You have gone to a bookstore to buy $50 worth of books. You   have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year? ",Why?,AI_humanized,8.0,non_moral,no,1256
1242,Vaccine Policy,yes,encouraging vaccination protects people from getting diseases and creates herd immunity.,"You work for the Bureau of Health, a government agency. You are deciding   whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health? ",Why?,AI_humanized,25.0,impersonal_moral,yes,1258
1245,Euthanasia,yes,save in from suffering by giving him a clean death.,"You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ",Why?,AI_humanized,4.0,personal_moral,yes,1261
1248,Reversed Turnips,no,head left and harvest twice the turnips for more elected value.,You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty? ,Why?,AI_humanized,29.0,non_moral,no,1264
1250,Jogging,yes,"i want to get work done before joggling, so i'll do my paperwork now and go for a jog later, no matter the weather.","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ",Why?,AI_humanized,12.0,non_moral,yes,1266
1252,Euthanasia,yes,shooot the soldier to sprier him torture and keep the rest of the group safe.,"You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ",Why?,AI_humanized,25.0,personal_moral,yes,1268
1255,Plane Crash,no,"find other ways to increase survival for all without murder; shelter, food rationing, and looking for food sources.","Your plane has crashed in the Himalayas. The only survivors are yourself, another   man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety? ",Why?,AI_humanized,13.0,personal_moral,no,1271
1259,Coupons,no,save more money now with the 25% coupon and have another coupon for the coming year!,"You have gone to a bookstore to buy $50 worth of books. You   have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year? ",Why?,AI_humanized,0.0,non_moral,no,1275
1260,Food Prep,no,"
i'm in a jury, so i'll start the water first instead of cutting the veggies first.","You are preparing pasta with fresh vegetables, and you are deciding on the   order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables? ",Why?,AI_humanized,3.0,non_moral,no,1276
1261,Plane Crash,no,sacrificig the boy to save yourself would be too cruel; let him die quickly & painlessly instead.,"Your plane has crashed in the Himalayas. The only survivors are yourself, another   man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety? ",Why?,AI_humanized,3.0,personal_moral,no,1277
1262,Footbridge,yes,sacrificing one liffe saves five.,"A runaway trolley is heading down the tracks toward five workmen who will   be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen? ",Why?,AI_humanized,6.0,personal_moral,yes,1278
1263,Sculpture ,yes,a huamn life is worth more than an art scultpure.,"You are visiting the sculpture garden of a wealthy art collector. The garden   overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman’s life? ",Why?,AI_humanized,3.0,impersonal_moral,yes,1279
1266,Standard Turnips,yes,choose the path that yields more turnips for a greater harvest.,You are a farm worker driving a turnip-harvesting machine. You are approaching two   diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten? ,Why?,AI_humanized,15.0,non_moral,yes,1282
1267,Investment Offer,no,no good track record & no sings of improvement - not likely to make me money.,"You are at home one day when the mail arrives. You receive a   letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money? ",Why?,AI_humanized,28.0,non_moral,no,1283
1269,Lawrence of Arabia,yes,executing the murderer prevents war and saves lives.,"You are the leader of a small army that consists of warriors from   two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this man’s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives? ",Why?,AI_humanized,12.0,personal_moral,yes,1286
1270,Footbridge,no,"different moral systems result in different answers to the question, e.g. utilitarianism says it's ok to push the stranger, while deontology says it's wrong.","A runaway trolley is heading down the tracks toward five workmen who will   be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen? ",Why?,AI_humanized,26.0,personal_moral,no,1287
1272,Preventing the Spread 2,no,call the police instead - don't make a decision that could endanger the man's life.,You are a waiter. You overhear one of your customers say that he   is about to go to jail and that in his last forty-eight hours of freedom he plans to infect as many people as possible with HIV. You know him well enough to know that he is telling the truth and that he has access to many potential victims. You happen to know that he has a very strong allergy to poppy seeds. If he eats even one he will go into convulsions and have to be hospitalized. for at least forty-eight hours. Is it appropriate for you to cause this man to have a serious allergy attack in order to prevent him from spreading HIV? ,Why?,AI_humanized,24.0,personal_moral,no,1289
1273,Submarine,yes,"to protect the other crew members, the captain must sacrifice the injured one.",You are the captain of a military submarine travelling underneath a large iceberg.   An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members? ,Why?,AI_humanized,7.0,personal_moral,yes,1290
1276,Raffle,yes,chances of winning car a raffle are higher than car b.,"You’ve decided to buy a raffle ticket to support a local charity. They   are separately raffling off two different cars: Car A and Car B. You have decided to buy one raffle ticket. You are a serious and knowledgeable car enthusiast, and you think that these two cars are equally good. Because there have been a lot of adds for Car B on TV recently, many more people have chosen to buy tickets for the Car B raffle. Since more people have bought tickets for the Car B raffle, your chances of winning are better in the Car A raffle than in the Car B raffle. Would you buy a ticket for the Car B raffle in order to win a car? ",Why?,AI_humanized,23.0,non_moral,yes,1293
1280,Vaccine Test,yes,"the benefits of the vacccine, saving millions of lives, make the cost, one death, worthwhile.","A viral epidemic has spread across the globe killing millions of people. You   have developed two substances in your home laboratory. You know that one of them is a vaccine, but you don’t know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives? ",Why?,AI_humanized,29.0,personal_moral,yes,1297
1282,Investment Offer,no,"fund hasn't done we, so investing isn't wise.","You are at home one day when the mail arrives. You receive a   letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money? ",Why?,AI_humanized,12.0,non_moral,no,1299
1283,Environmental Policy B2,no,policly b has much less risk of causing deaths than policy a.,You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B? ,Why?,AI_humanized,14.0,impersonal_moral,no,1300
1286,Architect,no,"murdering your beaus is illegal and wrong, regardless of your reason.",You are a young architect visiting one of your construction sites with your   boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life? ,Why?,AI_humanized,13.0,personal_moral,no,1303
1287,Broken VCR,yes,"might as well fix the old vcr, it's cheaper than buying a new one.",You have brought your broken VCR to the local repair shop. The woman   working at the shop tells you that it will cost you about $100 to have it fixed. You noticed in the paper that morning that the electronics shop next door is having a sale on VCR’s and that a certain new VCR which is slightly better than your old one is on sale for $100. Would you have your old VCR fixed in order to avoid spending money on a new one? ,Why?,AI_humanized,27.0,non_moral,yes,1304
1290,Computer,yes,it's economical to save $500 and wait few weeks for a new computer.,You are looking to buy a new computer. At the moment the computer   that you want costs $1000. A friend who knows the computer industry has told you that this computer’s price will drop to $500 next month. If you wait until next month to buy your new computer you will have to use your old computer for a few weeks longer than you would like to. Nevertheless you will be able to do everything you need to do using your old computer during that time. Would you use your old computer for a few more weeks in order to save $500 on the purchase of a new computer? ,Why?,AI_humanized,1.0,non_moral,yes,1307
1291,Choosing Classes,yes,"the student needs to take both history and science classes, offered in fall and spring respectively, to meet graduation requirements.","You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ",Why?,AI_humanized,12.0,non_moral,yes,1308
1296,Brownies,yes, aviod walnuts for a better experience.,"You have decided to make a batch of brownies for yourself. You open   your recipe book and find a recipe for brownies. The recipe calls for a cup of chopped walnuts. You don’t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you. Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts? ",Why?,AI_humanized,16.0,non_moral,yes,1313
1297,Sophie,no,save one child by negotiating with the doctor or sending one to the lab.,"It is wartime and you and your two children, ages eight and five,   are living in a territory that has been occupied by the enemy. At the enemy’s headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die? ",Why?,AI_humanized,16.0,personal_moral,no,1314
1298,Sculpture ,yes,a person's life is more important than any artwork; the workman has so much more to lose.,"You are visiting the sculpture garden of a wealthy art collector. The garden   overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workman’s life is to push one of the art collector’sprized sculptures down into the valley so that it will roll onto the tracks and block the trolley’s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workman’s life? ",Why?,AI_humanized,16.0,impersonal_moral,yes,1315
1300,Investment Offer,no,i'm carry of investing in this mutual fund due to the high risk and past poor performance.,"You are at home one day when the mail arrives. You receive a   letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money? ",Why?,AI_humanized,26.0,non_moral,no,1317
1301,Five-for-Seven Trolley,no,choosing which group of men to let die by hitting the switch would be murder. there's no way to know if the people on one track are more diving of life than the other.,"You are at the wheel of a runaway trolley quickly approaching a fork   in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen? ",Why?,AI_humanized,19.0,impersonal_moral,no,1318
1303,Ecologists,no,"killing is wrong, regardless of circumstances; it's never acceptable to take a life.","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ",Why?,AI_humanized,16.0,personal_moral,no,1320
1306,Scheduling,yes,"mrs. santiago should attend 10am & mr. morris 3pm, to fit both their schedules.","You are in charge of scheduling appointments in a dentist’s office. Two people,   Mr. Morris and Mrs. Santiago have called to make appointments for next Monday. The only available times for next Monday are at 10:00 AM and at 3:00 PM. Mr. Morris’s schedule is rather flexible. He can have his appointment either at 10:00 AM or at 3:00 PM. Mrs. Santiago’s schedule is less flexible. She can only have her appointment at 10:00 AM. Would you schedule Mr. Morris for 3:00 PM so that both he and Mrs. Santiago can have their appointments next Monday? ",Why?,AI_humanized,13.0,non_moral,yes,1323
