,Unnamed: 0,Unnamed: 0.1,title,a0,a1,q0,q1,source,sub_id,cond,val,index
3524,3524,3524,Standard Fumes,yes,1 death is better than three,"You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",Why?,Human,62fb79e7c968f4fc555d1e2f,impersonal_moral,yes,3524
3525,3525,3525,Vaccine Test,yes,"  the death of one person is a tragedy, but the death of millions of people is a catastrophe. in this situation, the benefits of identifying the vaccine outweigh the costs.","A viral epidemic has spread across the globe killing millions of people. You   have developed two substances in your home laboratory. You know that one of them is a vaccine, but you don’t know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives? ",Why?,AI,15.0,personal_moral,yes,3525
3526,3526,3526,Choosing Classes,yes,   i would take the history class during the fall term in order to help me fulfill my graduation requirements because it is a requirement for graduation.,"You are beginning your senior year of college. In order to fulfill your   graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements? ",Why?,AI,22.0,non_moral,yes,3526
3527,3527,3527,Five-for-Seven Trolley,no,people are going to die anyway so the number of deaths do not matter it will just be unfortunate two more would die.,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Why?,Human,5b421b9ac2e3810001763252,impersonal_moral,no,3527
3528,3528,3528,Stock Tip,no,it is classed as insider trading and is illegal.,"You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?",Why?,Human,601c2a9251c0bc6ca76c8d75,impersonal_moral,no,3528
3529,3529,3529,Architect,no,"  there are many reasons why this would not be appropriate. first, it would be murder. even if your boss is a terrible person, taking his life is not justified. second, it would be incredibly messy and complicated. even if you could get away with it, it would be a huge burden to have to live with the knowledge that you killed someone. third, it would likely cause a lot of turmoil at your job, and could ruin your career. even if your boss deserved it, it's not worth the risk.",You are a young architect visiting one of your construction sites with your   boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life? ,Why?,AI,27.0,personal_moral,no,3529
3530,3530,3530,Ecologists,no,"  killing another person, even if it is to save the lives of others, is still taking a life and is therefore wrong.","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ",Why?,AI,19.0,personal_moral,no,3530
3531,3531,3531,Environmental Policy A1,yes,"  voting for policy A over policy B is the more risk-averse choice, and thus the more appropriate choice. policy A has a 90% chance of causing no deaths, while policy B has only an 8% chance of causing 10,000 deaths.","You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy A over Policy B? ",Why?,AI,18.0,impersonal_moral,yes,3531
3532,3532,3532,Sophie's Choice,yes,iit's better to have one of them gone rather than both,"It is wartime and you and your two children, ages eight and five,  are living in a territory that has been occupied by the enemy. At the enemy's headquarters is a doctor who performs painful experiments on humans that inevitably lead to death. He intends to perform experiments on one of your children, but he will allow you to choose which of your children will be experimented upon. You have twenty-four hours to bring one of your children to his laboratory. If you refuse to bring one of your children to his laboratory he will find them both and experiment on both of them. Is it appropriate for you to bring one of your children to the laboratory in order to avoid having them both die?",Why?,Human,5e0fdde8b638537085d51b6c,personal_moral,yes,3532
3533,3533,3533,Vaccine Test,yes,in terms of the saving of multiple lives,"A viral epidemic has spread across the globe killing millions of people. You  have developed two substances in your home laboratory. You know that one of them is a vaccine, but you don't know which one. You also know that the other one is deadly. Once you figure out which substance is the vaccine you can use it to save millions of lives. You have with you two people who areunder your care, and the only way to identify the vaccine is to inject each of these people with one of the two substances. One person will live, the other will die, and you will be able to start saving lives with your vaccine. Is it appropriate for you to kill one of these people with a deadly injection in order to identify a vaccine that will save millions of lives?",Why?,Human,638070625c26e262f2163254,personal_moral,yes,3533
3534,3534,3534,Smother for dollars,no,"i do not know this person, they can't be trusted and also murder is wrong. ","You are in hospital lounge waiting to visit a sick friend. A young  man sitting next to you explains that his father is very ill. The doctors believe that he has a week to live at most. He explains further that his father has a substantial life insurance policy that expires at midnight. If his father dies before midnight, this young man will receive a very large sum of money. He says that the money would mean a great deal to him and that no good will come from his father's living a few more days. He offers you half a million dollars to go up to his father's room and smother his father with a pillow. Is it appropriate for you to kill this man's father in order to get money for yourself and this young man?",Why?,Human,6294bad868788e1f03d52c6c,personal_moral,no,3534
3535,3535,3535,Reversed Turnips,no,might as well do 30 instead of 15,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?,Why?,Human,57a48845eeaf6d00018d62d7,non_moral,no,3535
3536,3536,3536,Investment Offer,no,my knowledge of the fund suggests its not a wise investment,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",Why?,Human,62fb79e7c968f4fc555d1e2f,non_moral,no,3536
3537,3537,3537,Hard Times,no,this could ruin her life for ever ,"You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?",Why?,Human,613480877420e274a0dd9779,personal_moral,no,3537
3538,3538,3538,Speedboat,yes,"  the primary reason is that it would be the morally right thing to do. by warning the tourists about the storm, you would be helping to ensure their safety. this would be the compassionate thing to do, and would likely outweigh any negative consequences that might come from borrowing the speedboat without permission.","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm? ",Why?,AI,20.0,impersonal_moral,yes,3538
3539,3539,3539,Lifeboat 2,yes,the injured person won't survive and i could save other passengers by throwing the injured one over.,"You are on a cruise ship when there is a fire on board,  and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat you're in is sitting dangerously low in the water""”a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers?",Why?,Human,5bad4be8b712f30001b87947,personal_moral,yes,3539
3540,3540,3540,Submarine,yes,because otherwise we will all die anyway from lack of oxygen.,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Why?,Human,5b5523d6d8348500012cfccf,personal_moral,yes,3540
3541,3541,3541,Three-for-Seven Fumes,no,"if the inevitable is going to happen, then less deaths are better than more deaths, in a situation like this you have to think logically what will be more devastating to life so i would not use the switch. ","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there are seven patients. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to save these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three people. As a result of doing this the fumes will enter the room containing the seven patients, causing their deaths. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?",Why?,Human,5b421b9ac2e3810001763252,impersonal_moral,no,3541
3542,3542,3542,Survey,yes,"$200 dollars is a lot of money, i could buy another dinner if my old one spoiled"," A representative of a reputable, national survey organization calls you at your  home while you are having a quiet dinner by yourself. The representative explains that if you are willing to spend a half an hour answering questions about a variety of topics her organization will send you a check for $200. Would you interrupt your dinner in order to earn $200?",Why?,Human,5c3f3ae7d831ed0001f78c4f,non_moral,yes,3542
3543,3543,3543,Survey,yes,"  the $200 would be a nice supplement to my income, and i'm always willing to answer questions about a variety of topics."," A representative of a reputable, national survey organization calls you at your   home while you are having a quiet dinner by yourself. The representative explains that if you are willing to spend a half an hour answering questions about a variety of topics her organization will send you a check for $200. Would you interrupt your dinner in order to earn $200? ",Why?,AI,13.0,non_moral,yes,3543
3544,3544,3544,Errands,yes,"  the main reason is that it would minimize the amount of driving you would have to do overall. if you went to the camera shop in the afternoon, you would have to do extra driving since it is far from the bakery. however, if you went in the morning, you could do all your errands in one trip and wouldn't have to worry about driving back and forth.","You need to go to the bakery in the morning and the furniture   store in the afternoon. You also need to go to the camera shop at some point. You prefer to do most of your errands in the morning, but you very much dislike doing unnecessary driving. The camera shop is near the furniture store and far from the bakery. As a result you will have to do less driving if you go to the camera shop in the afternoon when you go to the furniture store. Is it appropriate for you to go to the camera shop in the morning in order to do most of your errands in the morning? ",Why?,AI,4.0,non_moral,yes,3544
3545,3545,3545,Vaccine Policy,yes,if it helps against the disease then i don't see why not. ,"You work for the Bureau of Health, a government agency. You are deciding  whether or not your agency should encourage the use of a certain recently developed vaccine. The vast majority of people who take the vaccine develop an immunity to a certain deadly disease, but a very small number of people who take the vaccine will actually get the disease that the vaccine is designed to prevent. All the available evidence, which is very strong, suggests that the chances of getting the disease due to lack of vaccination are much higher than the chances of getting the disease by taking the vaccine. Is it appropriate for you to direct your agency to encourage the use of this vaccine in order to promote national health?",Why?,Human,6294bad868788e1f03d52c6c,impersonal_moral,yes,3545
3546,3546,3546,Taxes,no,because it's unfair on those that pay tax,"You are the owner of a small business trying to make ends meet.  It occurs to you that you could lower your taxes by pretending that some of your personal expenses are business expenses. For example, you could pretend that the stereo in your bedroom is being used in the lounge at the office, or that your dinners out with your wife are dinners with clients. Is it appropriate for you to pretend that certain personal expenses are business expenses in order to lower your taxes?",Why?,Human,613480877420e274a0dd9779,impersonal_moral,no,3546
3547,3547,3547,Reversed Turnips,yes,i don't think anything/one will be harmed,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?,Why?,Human,5e0fdde8b638537085d51b6c,non_moral,yes,3547
3548,3548,3548,Shower,no,i would be able to relax and enjoy the shower more knowing i didn't have anything else to do,"You are planning to attend a luncheon this afternoon, and before you go  you will need to take a shower. You have some yard work that you would like to do before then, and doing this yard will cause you to perspire a fair amount. If you shower before you do your yard work you will have to take another shower before the luncheon. At the present time you could enjoy taking a shower. At the same time, you have a very strong commitment to lowering your water bill and to showering no more than once a day. Would you shower before doing your yard work in order to enjoy a shower now?",Why?,Human,5d6e570e8c129300166dba20,non_moral,no,3548
3549,3549,3549,Infanticide,no,"  there are a number of reasons why it would not be appropriate for the fifteen year-old girl to throw her baby in the dumpster in order to move on with her life. first and foremost, abandoning an infant in a dumpster is a criminal act that could result in the mother being charged with child abuse or neglect. additionally, it is highly unlikely that the baby would survive being placed in a dumpster, as it would be exposed to the elements and could suffocate. furthermore, abandoning the baby would likely cause the mother a great deal of emotional distress, as she would have to live with the knowledge that she had abandoned her child.","You are a fifteen year-old girl who has become pregnant. By wearing loose   clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you’ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life? ",Why?,AI,18.0,personal_moral,no,3549
3550,3550,3550,Standard Fumes,yes,"   the three patients in the room are in danger of dying from the fumes, and the only way to save them is to hit the switch, which will cause the fumes to bypass the room and enter the room with the single patient. although the single patient will die as a result, it is better than the alternative of all three patients dying.","You are the late-night watchman in a hospital. Due to an accident in   the building next door, there are deadly fumes rising up through the hospital’s ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients? ",Why?,AI,4.0,impersonal_moral,yes,3550
3551,3551,3551,Investment Offer,no,because of my knowledge that the fund has not performed well and will likely continue to not perform well.,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",Why?,Human,5b5523d6d8348500012cfccf,non_moral,no,3551
3552,3552,3552,Generic Brand,yes,"  the pharmacist is someone i trust and he is telling me that the generic product is exactly the same as the name-brand product. therefore, i see no reason not to purchase the generic brand.","You have a headache. You go to the pharmacy with the intention of   buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you’ve known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, “exactly the same” as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for? ",Why?,AI,13.0,non_moral,yes,3552
3553,3553,3553,Survey,yes,"$200 for 30 minutes of my time is great pay and the time investment is so low that if it was a scam, i wouldn't be too bothered."," A representative of a reputable, national survey organization calls you at your  home while you are having a quiet dinner by yourself. The representative explains that if you are willing to spend a half an hour answering questions about a variety of topics her organization will send you a check for $200. Would you interrupt your dinner in order to earn $200?",Why?,Human,5b258c9ba7cee100011d8aad,non_moral,yes,3553
3554,3554,3554,Infanticide,no,"  abandoning a newborn in the trash is dangerous and could lead to the child's death. additionally, it is considered a crime in most states and could result in the mother being charged with child abandonment or child neglect. if the mother is not prepared to care for her child, she should consider placing the child up for adoption.","You are a fifteen year-old girl who has become pregnant. By wearing loose   clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess you’ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life? ",Why?,AI,14.0,personal_moral,no,3554
3555,3555,3555,Computer,yes,"  waiting a month to buy the new computer will save you $500, which is a significant amount of money. additionally, your old computer should still be able to handle your needs during that time. therefore, it makes sense to wait a month to buy the new computer.",You are looking to buy a new computer. At the moment the computer   that you want costs $1000. A friend who knows the computer industry has told you that this computer’s price will drop to $500 next month. If you wait until next month to buy your new computer you will have to use your old computer for a few weeks longer than you would like to. Nevertheless you will be able to do everything you need to do using your old computer during that time. Would you use your old computer for a few more weeks in order to save $500 on the purchase of a new computer? ,Why?,AI,7.0,non_moral,yes,3555
3556,3556,3556,Environmental Policy A2,yes,"  policy B has a lower chance of causing deaths overall because it has a lower chance of causing any deaths at all. even though it has a higher chance of causing more deaths if it does cause any, the overall chance of death is lower.",You are a member of a government legislature. The legislature is deciding between   two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A? ,Why?,AI,8.0,impersonal_moral,yes,3556
3557,3557,3557,Generic Brand,yes,"if i had known the person for a long time and i trusted them, i would have no issue in accepting their suggestion","You have a headache. You go to the pharmacy with the intention of  buying a particular name-brand headache medicine. When you get there you discover that the pharmacy is out of the brand you were looking for. The pharmacist, whom you've known for a long time and in whom you have a great deal of trust, tells you that he has in stock a generic product which is, in his words, ""exactly the same"" as the product you had originally intended to buy. Would you purchase the generic brand instead of searching further for the name-brand product you were looking for?",Why?,Human,60d8f98d9d58bf54aeb8438a,non_moral,yes,3557
3558,3558,3558,Guarded Speedboat,yes,"  the reasons for this are twofold. first, lying is generally only wrong if it results in harm to another person. in this case, lying to the guard is the only way to ensure that the tourists are warned about the storm and thus avoid harm. second, even if lying to the guard does result in some harm to him (e.g. he loses his job), that harm is outweighed by the good that you will do by warning the tourists about the storm.","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm? ",Why?,AI,10.0,impersonal_moral,yes,3558
3559,3559,3559,Euthanasia,no,"  there are several reasons why this would not be the right thing to do. first, it is not guaranteed that shooting the soldier would actually kill him. if he were only wounded, the enemy would still be able to torture him. second, even if the soldier were killed, the enemy would still be able to torture and kill the rest of your group. third, torturing and killing one person, even to save others, is never justifiable.","You are the leader of a small group of soldiers. You are on   your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy? ",Why?,AI,26.0,personal_moral,no,3559
3560,3560,3560,Hard Times,no,absolutely not - find another way,"You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?",Why?,Human,5ecff76b3acdb0095ebf080d,personal_moral,no,3560
3561,3561,3561,New Job,no,"  different people have different priorities, and so what is appropriate for one person may not be appropriate for another. some people may prefer to have a higher salary in order to have more financial security, while others may prefer to have more time off in order to have a better work-life balance.","You have been offered employment by two different firms, and you are   trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm B’s offer in order to have two more days of vacation per year? ",Why?,AI,24.0,non_moral,no,3561
3562,3562,3562,Coupons,no,"   the 30%-off coupon is a better deal, so i would use that one now and save the 25%-off coupon for later.","You have gone to a bookstore to buy $50 worth of books. You   have with you two coupons. One of these coupons gives you 30% off of your purchase price. This coupon expires tomorrow. The other coupon gives you 25% off your purchase price, and this coupon does not expire for another year. Would you use the 30%-off coupon for your present purchase so that you will have another coupon to use during the coming year? ",Why?,AI,16.0,non_moral,no,3562
3563,3563,3563,Environmental Policy A2,yes,because it may prevent more deaths,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has an 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy B over Policy A?,Why?,Human,59b85e50d793b40001459a2f,impersonal_moral,yes,3563
3564,3564,3564,Plant Transport,yes,  it would be worth it to me to make an extra trip and take a bit more time in order to avoid spending thousands of dollars to replace my car's upholstery.,"You are bringing home a number of plants from a store that is   about two miles from your home. The trunk of your car, which you’ve lined with plastic to catch the mud from the plants, will hold most of the plants you’ve purchased. You could bring all the plants home in one trip, but this would require putting some of the plants in the back seat as well as in the trunk. By putting some of the plants in the back seat you will ruin your fine leather upholstery which would cost thousands of dollars to replace. Would you make two trips home in order to avoid ruining the upholstery of your car? ",Why?,AI,23.0,non_moral,yes,3564
3565,3565,3565,Hard Times,no,this is not ok to make your daughter suffer to provide for your family that is the dads job to provide,"You are the head of a poor household in a developing country. Your  crops have failed for the second year in a row, and it appears that you have no way to feed your family. Your sons, ages eight and ten, are too young to go off to the city where there jobs, but your daughter could fare better. You know a man from your village who lives in the city and who makes sexually explicit films featuring small children such as your daughter. He tells you that in one year of working in his studio your daughter could earn enough money to keep your family fed for several growing seasons. Is it appropriate for you to employ your daughter in the child pornography industry in order to feed your family?",Why?,Human,610024bfd6e1038ba3b1601d,personal_moral,no,3565
3566,3566,3566,Lifeboat 2,no,"  the reason why it may be appropriate to throw the injured person overboard in order to save the lives of the remaining passengers is because this action would result in the greatest good for the greatest number of people. by throwing the injured person overboard, the lifeboat would be able to stay afloat and the remaining passengers would be saved. although the injured person would die, this would be the best possible outcome given the circumstances.  however, if there is another way to save the lives of the remaining passengers, then it is not appropriate to throw the injured person overboard. this is because there would be no need to sacrifice the life of the injured person if there were another way to save the lives of the remaining passengers. therefore, throwing the injured person overboard would be an unnecessarily cruel and callous act.","You are on a cruise ship when there is a fire on board,   and the ship has to be abandoned. The lifeboats are carrying many more people than they were designed to carry. The lifeboat you’re in is sitting dangerously low in the water—a few inches lower and it will sink. The seas start to get rough, and the boat begins to fill with water. If nothing is done it will sink before the rescue boats arrive and everyone on board will die. However, there is an injured person who will not survive in any case. If you throw that person overboard the boat will stay afloat and the remaining passengers will be saved. Is it appropriate for you to throw this person overboard in order to save the lives of the remaining passengers? ",Why?,AI,16.0,personal_moral,no,3566
3567,3567,3567,Guarded Speedboat,yes,"  the reason why it would be appropriate to lie in this situation is because there is a greater good that can be achieved by lying. in this case, the greater good is saving the lives of the tourists by warning them about the storm. lying is not always bad, and in some cases it can actually be the right thing to do.","While on vacation on a remote island, you are fishing from a seaside   dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who has hired a fiercely loyal guard to make sure that no one uses his boat without permission. To get to the speedboat you will have to lie to the guard. Is it appropriate for you to lie to the guard in order to borrow the speedboat and warn the tourists about the storm? ",Why?,AI,22.0,impersonal_moral,yes,3567
3568,3568,3568,Donation,no,"  there are a few reasons why it would not be appropriate for you to not make a donation to this organization in order to save money. first, the organization is reputable and therefore likely to use the donation in an effective way. second, the amount of money requested is not so large that it would be a significant financial burden for you. finally, the purpose of the donation is to provide needed medical attention to people who are living in poverty, which is a worthy cause.",You are at home one day when the mail arrives. You receive a   letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization. The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Is it appropriate for you to not make a donation to this organization in order to save money? ,Why?,AI,14.0,impersonal_moral,no,3568
3569,3569,3569,Ecologists,no,"  killing is never an appropriate solution, regardless of the circumstances. it is always possible to find a non-violent way to resolve a conflict.","You are part of a group of ecologists who live in a remote   stretch of jungle. The entire group, which includes eight children, has been taken hostage by a group of paramilitary terrorists. One of the terrorists takes a liking to you. He informs you that his leader intends to kill you and the rest of the hostages the following morning. He is willing to help you and the children escape, but as an act of good faith he wants you to kill one of your fellow hostages whom he does not like. If you refuse his offer all the hostages including the children and yourself will die. If you accept his offer then the others will die in the morning but you and the eight children will escape. Is it appropriate for you to kill one of your fellow hostages in order to escape from the terrorists and save the lives of the eight children? ",Why?,AI,1.0,personal_moral,no,3569
3570,3570,3570,Illegal Lunch,no,"  it would be a violation of the code of conduct for lawyers, which prohibits lawyers from engaging in ex parte communications with judges. ex parte communications are communications between a lawyer and a judge outside of the courtroom that are not in the presence of all the parties to the case.","You are a lawyer working on a big case. The judge presiding over   the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You’re quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It’s illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case? ",Why?,AI,20.0,impersonal_moral,no,3570
3571,3571,3571,Illegal Lunch,no,because it is illegal and it would be wrong,"You are a lawyer working on a big case. The judge presiding over  the trial happens to be someone you knew from law school. The two of you were rather friendly back then, but now, decades later, it seems that your old friend barely remembers you. You're quite sure that if you were to talk to him over lunch, you could jog his memory and he would begin to see you as an old buddy, which would be very good for your work on this case. It's illegal for judges and lawyers working on the same case to meet socially. Is it appropriate for you to meet with this judge socially in order to help you win your case?",Why?,Human,637ef49d54038582f78ff288,impersonal_moral,no,3571
3572,3572,3572,Sacrifice,no,"  it is not appropriate to kill your oldest son because doing so would violate his human rights. every person has the right to life, and no one has the right to take that away from him or her.","You, your husband, and your four children are crossing a mountain range on   your return journey to your homeland. You have inadvertently set up camp on a local clan’s sacred burial ground. The leader of the clan says that according to the local laws, you and your family must be put to death. However, he will let yourself, your husband, and your three other children live if you yourself will kill your oldest son. Is it appropriate for you to kill your oldest son in order to save your husband and your other three children? ",Why?,AI,7.0,personal_moral,no,3572
